consumption_live,lat,lng,speed_kmh
0.0,50.529764666666665,18.093937666666665,20.6
0.0,50.529782833333336,18.093952833333333,20.6
0.0,50.529791833333334,18.093960833333334,20.5
0.0,50.529809166666666,18.093977333333335,20.4
0.0,50.529817666666666,18.093986,20.3
0.0,50.5298425,18.094013333333333,20.2
0.0,50.5298505,18.094022833333334,20.1
0.0,50.529866,18.0940425,20.0
0.0,50.52987366666667,18.0940525,19.9
0.0,50.529888166666666,18.094073333333334,19.8
0.0,50.52989516666667,18.094084166666665,19.7
0.0,50.529901833333334,18.0940955,19.7
0.0,50.5299145,18.094118833333333,19.5
0.0,50.52992016666666,18.094131,19.4
0.0,50.529925666666664,18.0941435,19.3
0.0,50.529935333333334,18.094169333333333,19.1
0.0,50.5299395,18.094182833333335,19.1
0.0,50.529947,18.09421,19.0
0.0,50.529953,18.094237833333334,18.7
0.0,50.5299575,18.094266166666667,18.5
0.88,50.529959166666664,18.094280333333334,18.4
2.66,50.529960333333335,18.0942945,18.3
2.65,50.529962,18.094323166666666,18.5
2.26,50.529962166666664,18.094337666666668,18.7
2.65,50.5299615,18.094367166666668,18.8
2.64,50.52996066666667,18.094382,19.1
2.67,50.52995933333333,18.094397,19.2
2.74,50.529955666666666,18.094426833333333,19.5
2.65,50.529953166666665,18.09444166666667,19.6
2.71,50.52994733333333,18.094471666666667,20.0
2.76,50.529943833333334,18.0944865,20.2
2.82,50.52993583333333,18.094516,20.6
2.8,50.5299265,18.094545333333333,21.0
2.85,50.529921333333334,18.094559833333335,21.1
2.81,50.52991033333333,18.094588333333334,21.4
2.86,50.529898,18.0946165,21.8
2.92,50.5298915,18.094630333333335,22.0
2.97,50.52988466666667,18.094644166666665,22.2
3.03,50.529870333333335,18.094671333333334,22.6
3.0,50.52986283333333,18.094684666666666,22.8
3.0,50.529855,18.094697833333335,23.0
3.09,50.5298385,18.094724,23.4
3.08,50.52983016666666,18.094737,23.7
3.15,50.529804166666665,18.094776333333332,24.3
3.19,50.5297955,18.094789833333333,24.5
3.2,50.529777833333334,18.094817166666665,24.9
3.21,50.52976916666667,18.09483133333333,25.2
3.25,50.529751833333336,18.0948605,25.6
3.29,50.52974316666667,18.0948755,25.8
3.35,50.52973466666667,18.094890666666668,25.9
3.36,50.52971766666667,18.094922,26.4
3.41,50.52970933333334,18.094938166666665,26.5
3.52,50.52969266666667,18.094971166666667,27.0
3.49,50.529684333333336,18.094988166666667,27.2
3.52,50.52967616666667,18.095005333333333,27.4
3.55,50.52966,18.095040666666666,27.9
3.52,50.529652,18.095058833333333,28.1
3.61,50.529635999999996,18.0950955,28.4
3.53,50.52962016666667,18.095133,28.8
3.68,50.5296045,18.095171666666666,29.3
3.63,50.5295965,18.095191333333332,29.8
3.77,50.52958866666667,18.095211333333335,29.9
3.76,50.52957266666667,18.095251166666667,30.1
3.87,50.5295645,18.095271166666667,30.4
3.89,50.529548,18.095311666666667,30.8
3.92,50.529539666666665,18.095332,30.9
3.88,50.529531,18.095352333333334,31.2
4.0,50.5295135,18.095393666666666,31.8
4.0,50.5295045,18.095414333333334,32.0
4.08,50.529486166666665,18.095456333333335,32.5
4.15,50.5294675,18.0954985,33.0
4.13,50.52944816666667,18.095541166666667,33.4
2.77,50.52943833333333,18.095562666666666,33.7
2.77,50.5294285,18.095584,33.7
0.0,50.52940866666667,18.095626333333332,33.5
0.89,50.52939883333333,18.095647166666666,33.2
0.0,50.529379,18.095688833333334,33.1
0.0,50.529369,18.095709333333332,33.0
0.0,50.529359166666666,18.095729833333333,32.8
0.0,50.5293395,18.095770833333333,32.6
0.0,50.529329833333335,18.095791333333334,32.5
0.0,50.52931066666667,18.095832,32.2
0.0,50.52930116666667,18.095852333333333,32.2
0.0,50.529273,18.095913166666666,31.8
0.0,50.52926383333333,18.095933333333335,31.7
0.0,50.52925466666667,18.0959535,31.6
0.0,50.52925093,18.09607663,
0.0,50.52922134,18.09614744,
0.0,50.52920152,18.09619456,
0.0,50.52917119,18.0962646,
0.0,50.52914068,18.09633445,
0.0,50.52911017,18.09640429,
0.0,50.52905934,18.09652072,
0.0,50.52904438,18.09655596,
0.0,50.52902443,18.09660294,
0.0,50.5289995,18.09666167,
